page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg
64,1,HAN-111009,"Chè, các loại giải khát",Caramen thập cẩm (có xôi),"Caramel mixed with black sticky rice, tapioca pearls and fruit",522.9,12.6,7.2,102.0,12.7,,,243.2,5.0,0.9,15.3,,30.8,
64,2,HAN-112045,"Chè, các loại giải khát",Caramen matcha trộn,Caramel mixed with match jelly,390.2,8.3,5.8,76.2,13.3,,,281.3,3.1,1.3,37.9,6.1,94.5,
64,3,HAN-112059,"Chè, các loại giải khát",Caramen hoa quả tươi,Caramel with mixed fruit,251.5,5.8,6.9,41.5,22.6,,,233.4,2.5,1.1,26.6,,36.9,
64,4,HAN-111007,"Chè, các loại giải khát",Caramen,Caramel,111.9,5.2,4.1,13.5,,,,83.5,0.9,0.5,,,,
64,5,HAN-113060,"Chè, các loại giải khát",Cà phê trứng,Egg coffee,228.8,8.7,17.7,8.7,544.8,,,,,,,,,
64,6,HAN-112036,Các loại bánh,Pizza thịt xông khói (cỡ L),Bacon pizza (L size),2027.2,100.8,82.4,220.6,399.3,,,1187.5,10.2,11.5,1072.4,209.3,550.6,
64,7,HAN-112034,Các loại bánh,Pizza thập cẩm (cỡ L),Mixed pizza (L size),1890.9,98.5,68.5,220.1,440.1,,,1180.1,9.6,15.0,1080.5,197.4,552.6,
64,8,HAN-113100,Các loại bánh,Pizza hải sản (cỡ M),Seafood pizza (M size),935.9,51.9,30.1,114.4,280.7,,,796.8,6.3,7.0,959.9,210.3,304.8,
64,9,HAN-112033,Các loại bánh,Pizza hải sản (cỡ L),Seafood pizza (L size),1751.7,113.2,47.6,217.6,432.3,,,1246.4,13.8,14.0,1285.7,657.8,629.6,
64,10,HAN-113102,Các loại bánh,Pizza gà phô mai (cỡ S),Cheesy Chicken Pizza (S size),638.1,28.0,28.5,67.4,155.0,,,374.2,3.9,4.0,340.4,65.3,176.7,
64,11,HAN-112035,Các loại bánh,Pizza gà nướng nấm (cỡ L),BBQ chicken mushroom pizza (L size),1728.6,85.8,56.2,219.9,635.7,,,1166.3,9.3,13.0,1147.5,205.5,574.2,
64,12,HAN-113101,Các loại bánh,Pizza bò (cỡ M),Premium beed pizza (M size),1111.9,51.0,45.1,125.5,276.7,,,752.2,7.6,8.0,845.0,123.0,319.5,
64,13,HAN-113073,Các loại bánh,Hamburger lợn,Pork hamburger,282.5,18.4,9.9,30.1,43.2,,,210.9,2.5,2.0,387.2,15.8,18.0,
64,14,HAN-113071,Các loại bánh,Hamburger Gà,Chicken Humburger,451.7,29.3,19.6,39.4,70.6,,,242.6,3.6,2.1,434.9,15.8,34.3,
64,15,HAN-113072,Các loại bánh,Hamburger Bò,Beef Hamburger,308.9,18.0,11.5,33.2,77.2,,,230.9,4.1,1.2,418.9,15.8,26.2,
65,1,HAN-112009,Các loại bánh,Burger Tôm,Shrimp burger,537.4,20.8,28.1,50.2,23.4,,,157.5,4.0,1.8,421.0,109.0,89.4,
65,2,HAN-112006,Các loại bánh,Burger gà,Chicken Burger,490.5,19.4,27.3,41.8,18.5,,,118.5,3.3,1.8,444.8,,26.4,
65,3,HAN-112008,Các loại bánh,Burger cá,Fish Burger,305.7,22.1,7.1,38.4,12.9,,,141.0,3.8,0.7,427.5,,25.6,
65,4,HAN-112054,Các loại bánh,Bánh gà Hồng Mai,Hong Mai Chicken nugget,1603.0,81.5,129.0,29.0,53.5,,,91.4,6.1,7.9,236.0,189.0,48.2,
65,5,HAN-113098,Các loại bánh,Bánh trôi tàu,Glutinous rice balls filled with mung bean patse and black sesame patse in syrup,393.2,10.8,15.2,53.5,0.4,,,161.3,2.4,1.3,14.0,,77.0,
65,6,HAN-111024,Các loại bánh,Bánh tôm Hồ Tây,Ho Tay crispy prawn fritters,479.8,17.9,16.6,64.8,130.2,,,122.0,3.4,2.8,84.1,64.6,186.7,
65,7,HAN-113075,Các loại bánh,Bánh cuốn Thanh Trì,Rice pancake rolled with pork (Thanh Tri style),518.5,31.6,17.9,57.7,29.8,,,109.5,6.4,3.8,17.3,,42.7,
65,8,HAN-113027,Các loại bánh,Bánh mỳ Pate thập cẩm,Banh my with Pate and mixed,662.1,26.2,42.5,43.6,601.3,,,51.6,4.2,2.5,458.8,71.5,64.3,
65,9,HAN-111016,Các loại bánh,Bánh mỳ pa tê trứng,Banh my with Pate and fried egg,426.5,23.5,18.4,41.7,513.7,,,52.1,3.5,0.2,235.0,56.9,52.3,
65,10,HAN-112010,Các loại bánh,Bánh mỳ chảo lợn,Banh my with pork served in frying pan,726.2,35.7,39.7,56.5,629.1,,,84.9,6.5,1.5,415.4,130.3,79.5,
65,11,HAN-112011,Các loại bánh,Bánh mỳ chảo bò,Banh my with beef served in frying pan,686.5,37.4,34.9,55.7,615.4,,,87.8,8.0,2.3,693.1,125.5,97.1,
65,12,HAN-111004,Các loại bánh,Bánh mỳ bít tết,Banh my with steak,920.0,44.5,34.0,109.0,649.3,,,135.7,10.8,2.8,3308.3,296.6,143.4,
65,13,HAN-111031,Các loại bánh,Bánh mì chảo,Banh my with bacon and sausage served in frying pan,708.4,38.3,26.9,78.4,1136.6,,,81.6,6.5,3.5,634.2,113.1,41.0,
65,14,HAN-112024,"Cơm, cháo, xôi",Xôi xíu,Sticky rice with Char siu,1022.0,36.7,46.4,114.4,560.1,,,104.9,7.3,6.0,462.3,534.3,137.2,
65,15,HAN-113059,"Cơm, cháo, xôi",Xôi xéo thịt,Sticky rice with braised pork belly and mung bean paste,676.1,23.2,14.8,112.6,7.3,,,56.1,3.6,4.1,608.2,31.8,92.4,
66,1,HAN-112049,"Cơm, cháo, xôi",Xôi thập cẩm,Sticky rice with mixed meat and vegetables,1227.1,56.9,50.8,135.5,876.9,,,143.0,15.3,7.4,144.9,177.1,161.4,
66,2,HAN-112001,"Cơm, cháo, xôi",Xôi cá rô đồng,Sticky rice with shredded Tilapia fish,572.6,23.6,5.0,108.3,8.9,,,51.4,2.7,3.3,18.2,,40.1,
66,3,HAN-111020,"Cơm, cháo, xôi",Cháo sườn sụn,Rice congee with pork cartilage,470.5,31.4,12.7,57.7,,,,69.8,4.3,3.2,183.9,46.0,21.4,
66,4,HAN-112004,"Cơm, cháo, xôi",Cơm rang thập cẩm,Fried rice with meat and vegetables,1088.2,33.6,55.6,113.5,122.9,,,168.4,9.2,4.1,348.3,6.2,52.4,
66,5,HAN-112003,"Cơm, cháo, xôi",Cơm rang dưa bò,Fried rice with beef and pickles,1022.3,48.1,44.7,107.0,11.5,,,236.5,9.5,6.7,308.3,35.3,35.2,
66,6,HAN-113067,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,579.6,35.6,22.8,58.0,1661.8,,,117.0,8.8,3.6,1069.0,334.0,45.7,
66,7,HAN-113062,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ tim cật,Wheat noodle soup with mixed pork organs,332.7,14.9,6.4,53.8,116.9,,,92.6,5.8,2.2,1953.5,154.9,11.8,
66,8,HAN-113051,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến riêu cua (trộn),Vermicelli mixed with fresh water crab paste,493.0,24.0,17.7,59.4,150.9,,,252.8,5.5,1.6,988.3,31.9,62.0,
66,9,HAN-113050,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến riêu cua (nước),Vermicelli soup with fresh water crab paste,461.2,22.5,17.6,53.2,188.0,,,289.5,5.7,1.5,991.0,41.0,41.6,
66,10,HAN-113004,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan mọc,Vermicelli soup with muscovy duck and meatball,569.3,27.0,28.5,51.2,25.7,,,101.5,9.8,2.1,527.0,21.0,8.2,
66,11,HAN-113011,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn trộn,Vermicelli mixed with eel,308.8,8.5,6.1,54.9,421.8,,,75.7,1.9,0.8,21.6,27.0,34.2,
66,12,HAN-113010,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn nước,Vermicelli soup with eel,338.2,8.9,7.0,59.9,386.7,,,104.8,2.5,1.1,1357.0,32.0,26.2,
66,13,HAN-112032,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu thịt bằm,Rice noodle soup with minced pork,530.9,31.7,18.5,59.5,129.7,,,176.4,3.8,3.3,2417.2,240.5,31.4,
66,14,HAN-112020,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu Nam Vang,Rice noodle soup with pork and shrimp (Nam Vang style),537.1,30.1,9.5,82.8,1116.1,,,161.1,6.0,4.0,766.0,229.0,51.8,
66,15,HAN-112031,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu đại dương,Rice noodle soup with mixed seafood,572.1,47.4,18.9,53.1,128.5,,,248.7,5.2,2.7,1961.7,406.2,70.3,
67,1,HAN-112013,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh sườn heo,Thick rice noodle soup with pork-rib,487.6,20.6,12.7,72.8,841.8,,,158.5,9.5,2.8,1294.9,74.7,34.9,
67,2,HAN-112012,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh ghẹ,Thick rice noodle soup with flower crab,590.0,21.6,18.1,85.2,125.2,,,282.1,11.1,2.7,1503.9,229.7,76.4,
67,3,HAN-112002,"Bánh đa, bún, phở",Phở Thìn,Pho Thin,873.0,42.0,41.4,83.1,70.9,,,132.6,4.3,4.0,3715.0,88.0,64.3,
67,4,HAN-113049,"Bánh đa, bún, phở",Phở lõi bò,Pho with Beef heel muscle,461.8,19.9,11.4,69.9,32.8,,,78.6,2.4,1.3,727.0,35.0,23.0,
67,5,HAN-113057,"Bánh đa, bún, phở",Phở gà trộn,Pho mixed with chicken,524.6,30.4,14.6,68.0,148.9,,,101.3,3.9,2.2,2607.6,72.7,63.1,
67,6,HAN-111012,"Bánh đa, bún, phở",Phở chiên phồng,Fried Pho,677.1,25.2,33.1,69.6,174.9,,,296.3,5.3,3.8,1843.1,42.5,89.1,
67,7,HAN-113090,"Bánh đa, bún, phở",Phở bò tái chín,Pho with rare beef,503.6,36.4,11.9,62.6,23.8,,,92.7,5.5,3.2,2657.3,83.5,49.9,
67,8,HAN-113046,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Phở bò tái gầu,Pho with rare beef and brisket,581.5,28.1,17.5,77.9,36.0,,,87.4,3.6,1.0,2047.0,20.7,18.3,
67,9,HAN-113001,"Bánh đa, bún, phở",Bún riêu bò,Beef crab paste vermicelli,527.0,31.0,23.0,49.0,13.7,,,199.2,3.9,2.2,3224.7,61.7,66.4,
67,10,HAN-112015,"Bánh đa, bún, phở",Bún ốc sườn,Snail and pork rib vermicelli,540.9,35.3,14.0,68.4,119.7,,,131.4,2.5,4.1,2566.4,45.7,40.8,
67,11,HAN-112057,"Bánh đa, bún, phở",Bún ốc nguội,Cold snail vermicelli,563.5,38.0,6.1,89.3,14.1,,,71.8,0.9,3.1,841.2,1.9,1.6,
67,12,HAN-113013,"Bánh đa, bún, phở","Bún riêu cua, giò, bò",Crab paste vermicelli with pork pie and beef,425.8,19.7,19.0,43.9,60.5,,,185.0,2.9,1.5,1181.0,34.4,55.1,
67,13,HAN-111014,"Bánh đa, bún, phở",Bún ốc chấm,Rice vermicelli with snails and dipping sauce,661.3,58.2,7.9,89.3,34.6,,,129.7,1.4,4.9,1990.5,4.5,13.4,
67,14,HAN-113105,"Bánh đa, bún, phở",Bún ngan măng khô,Rice vermicelli with duck and dried bamboo shoots,630.1,29.7,32.1,55.6,43.0,,,123.8,13.7,1.8,1930.8,15.9,11.7,
67,15,HAN-113005,"Bánh đa, bún, phở",Bún ngan măng tươi,Rice vermicelli with duck and fresh bamboo shoots,601.2,31.1,29.2,53.5,49.9,,,116.2,12.2,2.3,647.0,20.0,28.0,
68,1,HAN-113017,"Bánh đa, bún, phở",Bún nem cua bể,Rice vermicelli with Hai Phong-style crab spring rolls,596.3,13.4,7.1,119.7,148.1,,,234.0,4.0,1.0,3568.0,100.3,147.5,
68,2,HAN-111029,"Bánh đa, bún, phở","Bún đậu mắm tôm, lòng lợn","Rice vermicelli with tofu, fermented shrimp paste, and pork offal",914.9,42.2,36.0,105.7,24.8,,,310.8,11.6,2.9,1394.5,77.9,190.5,
68,3,HAN-111005,"Bánh đa, bún, phở",Bún chả rươi,Vermicelli with grilled rươi patties,719.8,50.2,24.0,75.9,89.9,,,117.8,3.4,4.7,984.0,93.0,41.8,
68,4,VPF-000005,Cơm các loại,"Cơm suất văn phòng ( Thịt nạc vai, đậu phụ)",Office Set Meal (Pork Shoulder & Tofu),759.0,29.9,,100.7,0.0,5225.0,59.0,,,,2059.0,44.0,,
68,5,VPF-000004,Cơm các loại,Cơm rang thập cẩm,Mixed Fried Rice,623.0,19.9,,86.6,108.0,1545.0,2.0,,,,1295.0,280.0,,
68,6,VPF-000003,Cơm các loại,Cơn hến,Baby Clam Rice,291.0,18.0,,40.1,0.0,33.4,12.4,,,,713.4,0.0,,
68,7,VPF-000002,Cơm các loại,Cơm nắm,Compressed rice ball,336.0,8.7,,62.2,0.0,1.0,0.0,,,,392.0,0.0,,
68,8,VPF-000001,Cơm các loại,Cơm tẻ lưng bát,A small bowl of plain rice,189.0,4.2,,41.9,0.0,0.0,0.0,,,,,0.0,,
68,9,HAN-113016,"Bánh đa, bún, phở",Bún chả,Grilled Pork with Vermicelli Noodles,1230.6,44.8,57.5,133.5,83.3,932.2,60.5,243.1,4.6,4.7,3430.0,0.0,70.3,
68,10,HAN-112037,"Bánh đa, bún, phở",Bún chả nem,Rice vermicelli with grilled pork and spring rolls,1209.1,40.1,62.7,121.1,229.7,2058.3,85.0,259.1,6.9,4.5,3897.6,119.3,131.4,
68,11,HAN-113033,"Bánh đa, bún, phở",Bún nem cá,Rice vermicelli with fish springrolls,668.2,38.5,17.8,88.5,225.3,2698.9,39.3,324.8,5.9,1.7,1301.0,12.1,53.7,
68,12,HAN-112017,"Bánh đa, bún, phở",Bún bò Nam Bộ,Southern-style Vietnamese Beef Vermicelli,457.7,26.3,7.4,71.5,35.1,410.8,29.4,108.4,3.0,3.6,1577.7,30.7,85.0,
68,13,HAN-13034,"Bánh đa, bún, phở",Bún cá chấm,Rice vermicelli with fried fish and dipping broth,451.2,37.6,4.8,64.4,118.8,1421.6,22.9,313.5,4.0,0.6,457.0,1.1,41.8,
68,14,HAN-112016,"Bánh đa, bún, phở",Bánh đa đỏ trộn,Red thick rice noodle mixed with meat and vegetables,550.7,24.0,19.4,70.1,79.5,942.0,20.1,143.9,2.9,0.9,389.8,10.8,45.0,
68,15,HAN-113002,"Bánh đa, bún, phở","Bánh đa cua, bò, giò","Red thick rice noodle soup with crab paste, beef and steamed pork-paste",480.1,18.6,20.0,56.4,35.5,399.9,29.7,231.7,2.8,1.2,3454.6,34.9,50.7,
69,1,HAN-113094,"Bánh đa, bún, phở",Bánh đa cua trộn,Mixed crab noodle salad with rice paper,533.1,18.6,17.5,75.3,11.2,131.5,107.3,291.9,7.4,0.6,1013.1,11.3,34.1,
69,2,HAN-113093,"Bánh đa, bún, phở","Bánh đa cua, giò",Red thick rice noodle soup with crab paste and steamed pork ear roll,479.1,13.8,22.4,55.5,42.2,504.5,7.1,146.6,2.0,0.3,787.5,16.3,11.1,
69,3,HAN-111030,"Bánh đa, bún, phở","Bánh đa cua, bò, mọc","Red thick rice noodle soup with crab paste, beef and meatball",749.7,59.4,24.4,73.1,231.4,2564.3,19.7,493.0,11.1,3.1,1348.2,112.4,68.4,
69,4,SFF-211109,Các món khác,Vịt rang me,Roasted duck with tamarind,656.2,33.7,53.7,9.5,604.2,,,108.2,4.9,3.2,1702.3,136.8,51.5,
69,5,SFF-211114,Các món khác,Sủi dìn,Glutinous rice balls filled with mung bean patse and black sesame patse in syrup,274.8,4.8,6.5,49.3,,,,69.6,3.3,1.6,3.7,1.3,46.6,
69,6,SFF-211093,Các món khác,Phá lấu,Offal stew,305.9,21.6,6.1,41.3,4.3,,,195.5,3.1,1.2,1083.8,86.9,34.8,
69,7,SFF-213066,Các món khác,Nộm bò khô,Salad with dried beef and green papaya,239.7,14.6,9.8,23.0,701.7,,,51.9,2.7,1.4,1808.9,34.5,84.8,
69,8,SFF-211039,Các món khác,Nem Thính,Pork ear and pork belly mixed with roasted rice powder,612.3,44.8,25.2,51.7,92.5,,,127.0,5.5,2.7,1206.0,123.4,78.2,
69,9,SFF-213015,Các món khác,Lòng dồi sụn,Pork Cartilage blood sausages,309.3,34.0,12.7,14.9,90.5,,,79.1,3.7,4.0,638.8,217.7,92.5,
69,10,SFF-211012,Các món khác,Giá bể xào,Stir-fried Lamp Shell,308.7,39.0,3.2,31.1,26.4,,,844.2,0.2,,4.9,,3.9,
69,11,SFF-211098,Các món khác,Dồi sụn nướng,Roasted pig small intestine,307.1,23.6,22.2,3.2,92.6,,,63.1,43.0,1.0,1292.0,32.5,21.4,
69,12,SFF-211068,Các món khác,Chim cút quay lá mắc mật (4 con),Roasted bird with Dalzell oliv leaves,373.7,61.0,12.9,3.4,56.8,,,44.0,12.8,7.6,152.0,196.0,74.5,
69,13,SFF-213044,"Ngao, ốc",Ốc mỡ xào ngô,Fried snail with maize seeds,420.9,42.1,10.7,39.1,11.4,,,5336.0,1.1,1.2,936.9,16.9,45.3,
69,14,SFF-211096,"Ngao, ốc",Ốc mít luộc mắm,Boiled snail in fish sauce,158.3,17.6,1.2,19.3,9.5,,,1999.5,0.6,0.2,804.0,,19.7,
69,15,SFF-211013,"Chè, các loại giải khát",Ốc đá xào,Stir fried snail,187.6,30.3,1.2,14.0,7.1,,,4455.7,0.3,0.1,545.9,,14.0,
70,1,SFF-213045,"Ngao, ốc",Ốc bông xào me,Stir-fried snail with tamarind sauce,488.7,38.6,23.8,30.1,2.3,,,5155.0,13.8,2.4,1850.3,,122.6,
70,2,SFF-211015,"Ngao, ốc",Ốc bông xào bơ trứng mặn,Stir-fried snail with salted butter egg yolk sauce,575.5,19.9,40.7,32.4,544.7,,,86.5,2.7,2.5,1942.0,400.0,68.3,
70,3,SFF-213070,"Ngao, ốc",Ốc bé hấp,Steamed small snail,232.4,36.7,2.1,16.7,0.4,,,38.2,0.1,3.0,680.7,,16.2,
70,4,SFF-213071,"Ngao, ốc",Ngao trắng hấp,Steamed white clams,226.2,27.5,2.2,24.1,0.4,,,593.5,0.1,,680.7,,16.2,
70,5,SFF-213033,"Chè, các loại giải khát",Thạch găng,Randia jelly,175.5,5.9,0.3,37.3,,,,268.0,2.8,1.8,27.9,,207.7,
70,6,SFF-213059,"Chè, các loại giải khát",Tào phớ caramen,Tofu with caramel,174.0,7.5,2.7,29.9,,,,236.2,1.1,0.3,66.3,,76.4,
70,7,SFF-213060,"Chè, các loại giải khát",Sữa ngô,Corn soup,123.8,4.3,2.5,21.0,,,,148.2,0.6,,,,30.8,
70,8,SFF-211035,"Chè, các loại giải khát",Sữa chua uống lá nếp,Drinkable yogurt with pandan leaves,284.2,10.1,8.1,42.8,51.8,,,255.0,0.7,2.1,93.3,26.0,31.1,
70,9,SFF-213008,"Chè, các loại giải khát",Sữa chua gạo tím,Yogurt with purple rice,301.8,10.5,8.6,45.6,51.8,,,250.6,1.8,1.2,92.9,26.0,24.0,
70,10,SFF-213063,"Chè, các loại giải khát",Kem sữa chua trân châu,Frozen yogurt with tapioca pearls,284.2,6.4,7.5,47.8,46.7,,,318.2,2.1,1.1,90.4,23.4,21.6,
70,11,SFF-213062,"Chè, các loại giải khát",Sữa chua kem,Frozen yogurt,117.3,5.9,6.7,8.4,46.7,,,216.0,0.2,1.1,82.8,23.4,21.6,
70,12,SFF-211036,"Chè, các loại giải khát",Sữa chua kem gạo tím,Yogurt ice cream with purple rice,196.1,6.4,5.3,30.6,31.1,,,149.3,1.0,1.3,56.8,15.6,31.5,
70,13,SFF-213009,"Chè, các loại giải khát",Sữa chua chân trâu,Yogurt with tapioca pearls,244.4,4.5,6.1,42.8,31.1,,,308.6,1.2,0.7,70.6,15.6,14.4,
70,14,SFF-211066,"Chè, các loại giải khát",Nước trà hoa cúc,Daisy tea,18.3,0.1,,4.5,0.8,,,22.8,,,,,,
70,15,SFF-213058,"Chè, các loại giải khát",Kem trứng,Curtard cream,390.8,10.4,22.1,37.5,504.6,,,69.7,4.8,1.9,172.1,1056.4,7.3,
71,1,SFF-213073,"Chè, các loại giải khát",Chè dừa dầm,Coconut dessert soup,469.8,12.4,8.2,86.6,45.5,,,445.0,3.9,1.6,331.6,25.5,224.7,
71,2,SFF-211057,"Chè, các loại giải khát",Chè Thái,Variety of jello and milk dessert soup,123.0,4.5,2.5,20.6,28.0,,,181.7,1.2,1.0,216.5,22.7,93.1,
71,3,SFF-213006,"Chè, các loại giải khát",Chè sầu riêng,Durian dessert soup,283.2,5.7,1.5,61.7,44.5,,,215.6,3.2,1.7,36.4,,157.7,
71,4,SFF-211037,Giải khát,Cà phê dừa,Coconut coffee,183.6,2.4,8.0,25.5,,,,52.6,7.5,1.4,9.0,,73.1,
71,5,SFF-213053,Các loại bánh,Cuốn bỗng 8 cái,Lettuce roll with shrimp with vinegar dipping sauce,284.6,25.2,6.6,31.1,120.1,,,100.2,1.4,0.7,1301.0,71.7,60.8,
71,6,SFF-211071,Các loại bánh,Bì bò,Spring roll with mixed beef and vegetables,994.4,86.1,24.8,106.7,153.6,,,428.4,10.0,16.2,175.9,86.2,89.0,
71,7,SFF-213011,Các loại bánh,Bánh mỳ sốt trứng cút,Banh my with sauced quail eggs,401.0,24.9,16.3,37.9,135.0,,,86.3,4.8,1.3,1877.4,375.1,106.3,
71,8,SFF-211094,Các loại bánh,Bánh mỳ nướng muối ớt,Salt and pepper toast,428.9,16.2,19.8,46.4,6.6,,,37.3,2.2,0.6,677.0,24.1,24.1,
71,9,SFF-211073,Các loại bánh,Bánh mỳ thịt xiên mật ong,Honey baked bread with BBQ pork skewers,336.3,14.3,19.1,26.8,6.9,,,41.9,2.0,1.8,240.8,43.3,34.6,
71,10,SFF-211044,Các loại bánh,Bánh mỳ chảo sốt ngọt,"Banh my with egg, pate and sausage with sweet sauce served in frying pan",713.6,24.8,30.2,85.6,377.2,,,69.4,3.9,1.1,1851.2,52.4,63.7,
71,11,SFF-211085,Các loại bánh,Bánh mì - xôi chảo,"Banh my with pate, sausage, egg and sticky rice with pandan leaves",995.8,41.4,62.6,66.7,645.4,,,92.9,6.3,2.0,2261.9,116.1,125.2,
71,12,SFF-211072,Các loại bánh,Bánh mỳ chảo,"Banh my with beef, egg, pate and sausage served in frying pan",702.7,33.0,27.8,80.1,322.2,,,95.5,5.2,2.4,3688.2,84.1,137.5,
71,13,SFF-213012,Các loại bánh,Bánh mỳ chả cá sốt cay,Banh my with fish cake in spicy sauce,177.5,7.5,4.9,25.8,6.4,,,47.5,1.3,0.2,141.2,,6.5,
71,14,SFF-211006,Các loại bánh,Bánh cuốn trứng,Rice mixed egg pancake,537.6,22.6,28.5,47.7,172.4,,,96.8,4.5,2.7,1161.5,491.8,107.3,
71,15,SFF-211005,Các loại bánh,Bánh cuốn nhân tôm thịt,Rice pancake rolled with pork and shrimp,475.7,12.5,19.1,63.4,16.0,,,60.7,2.5,2.1,1016.4,28.7,107.8,
72,1,SFF-211042,"Cơm, cháo, xôi",Xôi xéo thập cẩm,"Sticky rice with mung bean patse, mixed meat and vegetables",789.9,27.8,28.2,106.3,346.6,,,70.9,6.9,4.3,95.2,279.8,58.9,
72,2,SFF-211041,"Cơm, cháo, xôi",Xôi xéo đùi gà sốt,Sticky rice with sauced chicken drumstick and mung bean patse,612.6,29.5,9.2,102.9,61.8,,,52.2,2.8,4.6,43.1,0.9,31.5,
72,3,SFF-213017,"Cơm, cháo, xôi",Xôi pate thịt,Sticky rice with braised porkbelly and pate,849.8,32.3,21.2,132.6,864.4,,,105.1,5.6,6.1,1160.5,85.2,93.8,
72,4,SFF-211083,"Cơm, cháo, xôi",Xôi pate,Sticky rice with pate,771.6,22.2,17.0,132.5,489.7,,,66.7,4.5,3.7,929.8,70.0,94.0,
72,5,SFF-211034,"Cơm, cháo, xôi","Cơm suất (cá, tôm, sườn chua ngọt)","Set meal (fish, shrimp, sweet and sour pork ribs)",922.7,45.4,24.5,130.2,814.2,,,290.9,7.1,6.4,1612.3,107.7,117.2,
72,6,SFF-211033,"Cơm, cháo, xôi","Cơm suất (thịt lợn, tôm)","Set meal (pork belly, shrimp)",1071.8,53.1,28.4,150.9,167.6,,,148.1,7.3,6.3,2339.0,122.4,124.0,
72,7,SFF-211032,"Cơm, cháo, xôi","Cơm suất (thịt lợn, cá, ốc)","Set meal (pork belly,fish, snail)",978.7,42.5,28.9,137.3,169.7,,,477.0,4.8,5.1,1363.2,53.9,87.3,
72,8,SFF-213002,"Cơm, cháo, xôi","Cơm suất (thịt gà, lợn, trứng)","Set meal (chicken, pork belly, and egg)",893.5,48.4,17.4,135.8,245.0,,,171.6,7.0,6.6,738.5,93.0,73.4,
72,9,SFF-211028,"Cơm, cháo, xôi","Cơm suất (tôm,ốc, thịt gà)","Set meal (shrimp, snail, and chicken)",970.3,64.9,21.8,128.6,312.9,,,362.4,7.2,5.8,946.0,274.9,111.4,
72,10,SFF-213003,"Cơm, cháo, xôi","Cơm suất (sườn, móng giò giả cầy)",Set meal (BBQ pork-ribs and braised pork leg),661.5,20.0,5.8,132.3,7.2,,,107.3,3.5,4.0,496.8,13.1,50.0,
72,11,SFF-211026,"Cơm, cháo, xôi",Cơm suất (ba chỉ kho),Set meal (braised pork belly),849.3,34.2,25.8,120.2,322.9,,,410.2,7.5,4.5,762.8,89.6,43.9,
72,12,SFF-211024,"Cơm, cháo, xôi",Cơm suất (ba chỉ rang),Set meal (fried pork belly),877.1,36.1,22.3,133.0,169.2,,,631.9,17.4,4.7,915.9,75.9,71.2,
72,13,SFF-213034,"Cơm, cháo, xôi","Cơm suất (sườn, đậu, chả lá lốt)","Set meal (porkrib, tofu, and Pork rolled with lolot leaves)",664.6,33.3,20.6,86.6,284.1,,,317.6,5.9,6.0,3098.0,85.9,76.0,
72,14,SFF-213036,"Cơm, cháo, xôi","Cơm suất (cá, trứng, thịt)","Set meal (scad fish, egg and pork belly)",799.7,41.7,36.7,75.7,197.8,,,295.2,7.3,5.6,3615.7,65.1,130.5,
72,15,SFF-211053,"Cơm, cháo, xôi",Cháo trai sườn,Rice congee with mussel and pork rib meat,339.0,14.1,11.8,44.1,6.6,,,14.8,0.9,1.8,124.0,21.6,18.0,
73,1,SFF-213082,"Cơm, cháo, xôi",Cháo khoái,Rice and spinach porridge with mung bean patse,195.7,8.2,5.9,27.4,4.0,,,20.0,1.1,1.1,12.1,10.4,44.1,
73,2,SFF-211023,"Cơm, cháo, xôi",Cháo ếch,Rice congee with frog,571.8,66.2,4.4,66.8,102.8,,,150.9,6.5,3.9,1041.0,154.0,89.4,
